,mod
8251,QMobile Q Infinity E Lite
8252,MTK
8253,Impress_Frost
8254,Micromax D340
8255,G610-U00
8256,Onyx-1+LTE
8257,SM-G130HN
8258,GFIVE President Tango 3(T3100)
8259,K9
8260,Micromax_Q353
8261,INTEX AQUA NOTE 5.5
8262,HUAWEI Y330-U05
8263,JOY10_LTE
8264,R2401
8265,HP 7 VoiceTab
8266,TB718
8267,A5000
8268,P710
8269,U20 Plus
8270,U6 PRIME
8271,5038A
8272,Lenovo A7600-F
8273,Nougat
8274,Lenovo A680_ROW
8275,V45
8276,S50H
8277,HUAWEI Y530-U051
8278,Vandroid
8279,ALIEN SX4 VPro
8280,GT-N7102
8281,vivo X3S W
8282,R830
8283,506SH
8284,SO-04E
8285,ZTE BLADE V0710
8286,Andi4.5V Baby Panther
8287,MyPhone_MY28
8288,TeslaEvo5.0
8289,SCH-I925
8290,T5C
8291,W280
8292,MLLED X9
8293,T707
8294,Lenovo A788T
8295,KYV33
8296,Le Hop
8297,C201
8298,Micromax Q350R
8299,Tornado
8300,FTJ161A
8301,ASIADROID AF79
8302,Impress_Stone
8303,1825
8304,Flare J5 Mini
8305,RMX1831
8306,LG-F180
8307,Infinix X572-LTE
8308,Impulse_P2
8309,Tab_3_Max
8310,vivo Y13
8311,GL355
8312,LG-F350L
8313,visionbook P55 LTE
8314,V94
8315,M35c
8316,Y88X_PLUS
8317,AURII_F8_Premium
8318,BLADE V9 VITA
8319,EVERCOSS P4
8320,X1030X
8321,T-73
8322,Acer Z520
8323,verykool s4006
8324,RugGear RG730
8325,Y5
8326,G250
8327,SM-J110L
8328,TECNO CF7k
8329,Infinix X627V
8330,HTC Desire 520
8331,WIM Lite
8332,itel it1551
8333,LG-F160
8334,SAMSUNG-SM-G730A
8335,MS6
8336,H8402
8337,XT910
8338,SM-N960N
8339,EVERCOSS AT1A*
8340,Xmini4G
8341,LG-F350K
8342,Impress_Star
8343,16M4HI105024
8344,AP-107G
8345,TCL S720
8346,Nokia_Xplus
8347,N606
8348,lephone T9+
8349,Celkon Q455
8350,OPPO R7sm
8351,ELE-L09
8352,GO778
8353,ImSmart S471
8354,OPPO R11s Plust
8355,D2203
8356,PGN-506
8357,GT-I8268
8358,Aqua Slice
8359,LG-Q710PL
8360,Archos 101b Oxygen
8361,Lenovo TB-8504X
8362,Neffos C5 Plus
8363,Panasonic T41
8364,Tab-A9
8365,Kingcomm C500
8366,HUAWEI U8950-1
8367,KL600B
8368,SM-A260G
8369,MAX-20
8370,S35D
8371,Redmi Note 7 Pro
8372,vivo S7t
8373,Doro Liberto 820 Mini
8374,Micromax A316
8375,TECNO B2
8376,B BOT 50
8377,vivo 1820_19
8378,A5003
8379,1105
8380,MAGNUS
8381,LT25i
8382,LA6
8383,LP N-37
8384,RMX1941
8385,Pixel 3a XL
8386,BQru-5054
8387,MIDAS
8388,M706AA
8389,TA-1025
8390,801L
8391,BQ-5707G
8392,iris 500
8393,Aqua Style 4.0
8394,SHV-E120S
8395,GT-810
8396,Neon
8397,Lenovo L38043
8398,CPH1831
8399,VOX A10 3G VS4002PG
8400,Infinix X622
8401,X-TIGI_S1550
8402,GT-I9103
8403,Q701
8404,Eco N803
8405,P9_Energy_S
8406,Xs
8407,Andy C5VP
8408,iCherry_C258
8409,LT360
8410,T84Ni_3G
8411,SM-A10 Pro
8412,L520
8413,Azumi A35C_Lite
8414,SM-G975U1
8415,A7T+
8416,HTC Desire 10 compact
8417,SMD-4026B
8418,R9 PLUS
8419,Neffos Y50
8420,J7 Prime Prime
8421,SJ1-5
8422,YUHO H1
8423,SHV-E275K
8424,Quattro L55 HD
8425,HP Pro x2 410 G1 PC
8426,Ursus Z380
8427,F9
8428,KENEKSI_liberty
8429,K4000_Lite
8430,Flare_A2
8431,MAXTRON S9
8432,XZ4
8433,StyleX
8434,KC-01
8435,A85
8436,Beeline Pro
8437,SNE-LX3
8438,N17
8439,SM-T510
8440,AGS-L03
8441,V182
8442,C6730
8443,BLACK
8444,MX7
8445,KING 7S
8446,A900i
8447,SM-G610S
8448,EVERCOSS A66V
8449,SM-G925L
8450,HOT 5
8451,TECNO-L5
8452,Horizon H70-G
8453,QMobile X6i
8454,View Max
8455,HUAWEI G510-0200
8456,OK-LX4
8457,Spark
8458,X8 Pro
8459,H3311
8460,9027W
8461,BQ-5015L
8462,1501-M02
8463,POLYTRON R2452
8464,G735-L03
8465,Era_4X_2GB
8466,HTC_M10f
8467,E81
8468,LG-F310LR
8469,E733
8470,TC-A7
8471,Desire 650
8472,PMT3131_3G
8473,AS7 PRO
8474,GT-I9192I
8475,Lead 3i
8476,HUAWEI G730-L075
8477,SHV31
8478,LG-F460L
8479,i5014
8480,9026T
8481,RX48
8482,UItra 5
8483,Coolpad 8675-W00
8484,TM-MID793
8485,Lead4
8486,WS113 Tiger
8487,K7000
8488,KT107
8489,S996
8490,NextSE
8491,SM-A500YZ
8492,F-05F
8493,HONOR H30-L02
8494,Gright-G77
8495,HTC_D530u
8496,402LG
8497,XPERIA M2
8498,SM-A3000
8499,i5D
8500,BLU NEO 5.0
8501,HIMAX POLYMER X
8502,COLORS P55
8503,LG-V607L
8504,2115c
8505,SM-E700M
8506,LZ6
8507,CMB510
8508,IF9002
8509,LG-H950
8510,Lenovo A560
8511,7045Y
8512,A1-810
8513,DROID BIONIC
8514,Z-ONE
8515,P-111
8516,4049D
8517,Walpad_G2
8518,ASUS_X00ADC
8519,Optima 1507 3G TS1085MG
8520,TaintArt for x86
8521,LG-D320AR
8522,SM-A202F
8523,SL558
8524,GT-I9208
8525,COVET Z
8526,Symbol S4
8527,HTC D820u
8528,SC-999BT
8529,Lenovo TB-X304F
8530,RCT6973MDN
8531,Ilium X260
8532,SM-S765C
8533,ONA19TB002
8534,ONA19TB003
8535,N7 pro
8536,E76
8537,P20 Lite
8538,cp3705A
8539,LG-F460K
8540,Vivo XI PLUS
8541,Neffos Y5 Lite
8542,Primo RM2
8543,Tecno AL68
8544,A150
8545,AMN-LX9
8546,A101S
8547,Hurricane
8548,Plane 7574S 4G PS7191PL
8549,SM-A405FN
8550,F1100
8551,R9
8552,Studio J5
8553,itel A16 Plus RU
8554,MITO_A80
8555,SM-M105M
8556,vivo Y11i T
8557,A680i
8558,Power 2
8559,Mi 9 SE
8560,SM-G730V
8561,RMX1807
8562,MSP95012
8563,EVERCOSS_A54
8564,HD Plus
8565,TECNO LB6
8566,mt6753
8567,PBSKD12
8568,Lenovo TB-8304F1
8569,Winnovo_M798
8570,N3C
8571,A9920
8572,EDA50
8573,Boost View 5.0
8574,Tab 8i
8575,V6_Metal
8576,Blade 3
8577,ASUS_Z00WD
8578,Nomi i5071
8579,G550KL
8580,Micromax AQ5000
8581,L9503
8582,G720T
8583,MediaPad M1 8.0
8584,M100qw
8585,SM-A305GN
8586,IM11
8587,A50TI
8588,Grand X
8589,LG-H871S
8590,Amazing A5S
8591,Life Pro 7
8592,ALCATEL ONE TOUCH 6010D
8593,Lenovo P700i
8594,IMO S99
8595,Coolpad N2M
8596,I80
8597,Symphony W91
8598,3001
8599,QMobile W15
8600,Micromax Q357
8601,A12
8602,IQ456
8603,P7_PRO
8604,LM-G710VM
8605,PantechP9070
8606,V9s
8607,ADVANCE
8608,vivo Y33
8609,HTC_D526h
8610,UniverseTap
8611,CITI 1532 3G CS1144MG
8612,MX3
8613,SC-05D
8614,LG-H525
8615,itel A15R
8616,Forward F2
8617,Mi-516
8618,Dslide716
8619,R2
8620,SM-G973N
8621,SM-N750S
8622,UItra 8
8623,X6pro
8624,LG-E450B
8625,Maxvi_MS401
8626,Micromax A065
8627,HTC_D626x
8628,AS-5433 Secret
8629,LSH-V7
8630,TR72_TV
8631,Max8
8632,ENERGY S600
8633,moto g(7)
8634,SM-J260A
8635,C5X
8636,DX758Pro
8637,Jade7s
8638,C9660
8639,SM-A700L
8640,BQ-6010G
8641,F3s
8642,E6560T
8643,Ixion MS550
8644,MyPhone MY35
8645,Redmi Note 7S
8646,HT0704K08
8647,Aqua Star Power
8648,K-10
8649,403SH
8650,MTN-S820
8651,X400
8652,C808
8653,AX1077
8654,i813
8655,QMobile S15
8656,A501DL
8657,QMobile L20
8658,Halo_4_mini_LTE
8659,ASUS_X007DB
8660,LINX JOY 3G LT5048MG
8661,SUPRA M74AG
8662,TECNO R5
8663,Infinix X625D
8664,P771
8665,K7413
8666,JAK
8667,Picasso 4G
8668,Nitro 4 GO
8669,SM-N7507
8670,Life One X3
8671,Ocean9L
8672,Q8
8673,EverTrendy+3G
8674,Smart10s
8675,C225
8676,HTC One mini 2
8677,VIVO AIR
8678,BBA100-2
8679,PAP3400DUO
8680,BMM443D
8681,GO1006
8682,DUB-LX2
8683,Impress_Flash
8684,WIAM #23
8685,Alpha R
8686,TECNO LA6
8687,4027X
8688,950
8689,SM-T237P
8690,5058I
8691,B3Pro
8692,SH-02H
8693,X11S
8694,V155
8695,Plane_8548S_3G_PS8161PG
8696,Q4S45IN4G
8697,nova 3i mini
8698,K011
8699,XN-G700
8700,Cynus T2
8701,HM 1SC
8702,C6725
8703,S2 LITE
8704,T7 Pro
8705,A40mini
8706,A8_SMART
8707,M9
8708,Plume L2 Pro
8709,iKU T1
8710,3600I
8711,Peace Pxx02
8712,HUAWEI G620
8713,SM-A7 Star
8714,Ixion P140
8715,SHV35
8716,U683CL
8717,GT-I9205
8718,GT-S5301B
8719,FS8001
8720,Warrior
8721,ASUS_X013DA
8722,5503
8723,Alcatel T 5033T
8724,HM-G303-W
8725,INOI_5i_Lite
8726,FS403
8727,ARK_Benefit_S451
8728,POWER P1
8729,BLU STUDIO C SUPER CAMERA
8730,Haier_T53P
8731,MK5
8732,Aqua 4.5 3G
8733,Primo E9
8734,vivo 1904
8735,Xtreme XT309 Plus
8736,SM-G9006W
8737,MiNi_Mate_S
8738,A9_Lite
8739,A10 Pro 2018
8740,PSP3458DUO
8741,S308
8742,SAMSUNG-SGH-I527
8743,Polaroid PSPT350
8744,HTC_M8x
8745,PHANTOM5
8746,MyPhone MY21
8747,TSD Octa A0520P
8748,BLADE A530
8749,Flex-3
8750,Admire Blaze
8751,Genius III
8752,G552KL
8753,SM-N750K
8754,HTC 608t
8755,Mango S5
8756,F8131
8757,Bonvi Note
8758,HTC_PN071
8759,Lenovo 2 A7-30HC
8760,TECNO CB7
8761,INE-LX2r
8762,SANNO V8
8763,Mix Mini
8764,S5001
8765,W800
8766,ASUS_X003
8767,MAR-LX1M
8768,DANDY
8769,Bmobile_AX680
8770,DX7
8771,ZTE Blade Apex2
8772,SM-T835
8773,ML-TI-MS80
8774,Energy Tablet 8 Max 3
8775,RCT6873W42BMF8KC
8776,TA-1027
8777,5033J
8778,Infinity_i4
8779,X530
8780,LG-E410f
8781,FT162D
8782,SP571
8783,MT2L03
8784,Aqua Y2 Pro
8785,Infinix S2
8786,Beeline Pro 4
8787,H7Z5G
8788,itel L5503
8789,iris605
8790,SM-G532G/DS
8791,C-701
8792,SE1
8793,You L
8794,SM-A705FN
8795,F168
8796,NB106
8797,RC555L
8798,Princess
8799,Q10A
8800,ACTOMA ACE
8801,B5032
8802,C.202
8803,Lenovo TB-X104F
8804,Titanium S200 HD
8805,CUBIX CUBE 3
8806,Beeline Smart
8807,Cloud Breeze
8808,GT-S7560M
8809,G735-L23
8810,GALAXY S8
8811,J05
8812,SM-A105M
8813,Infinix X530
8814,4E
8815,CPH1911
8816,Fashion G8
8817,Cloudfone_Excite_504d
8818,AX4Nano_plus
8819,S50A
8820,BQ-1045
8821,XR
8822,TECNO B1f
8823,FS452
8824,BGH JOY X2
8825,INOI_3
8826,MyPhone my77 DTV
8827,SM-G5108Q
8828,M7sLite
8829,vivo 1901
8830,Mi540
8831,LG-D380
8832,Elite Star
8833,SGH-T599V
8834,onetouch EVO7
8835,X-TIGI_V11
8836,ZTE S36
8837,P7072G
8838,i75
8839,Lenovo S5000-H
8840,BLU STUDIO C 5+5 LTE
8841,CKT_TOUCH01A
8842,Energy Phone Max 4G
8843,Primo F8s
8844,Spice Xlife-520HD
8845,HTC One 802w
8846,6016X
8847,Pussy-Pap V.1
8848,JOY8_LTE
8849,Energy Phone Max
8850,MID-703G
8851,Pace 2 Lite
8852,EROS Power
8853,Lenovo A399
8854,GT-I8262B
8855,H400
8856,GIONEE F205 Pro
8857,ImPAD 6414
8858,JY-G3
8859,Cameleon C4
8860,Q10
8861,Impression ImSmart C502
8862,Z963U
8863,Tablet_DL_3723
8864,PHICOMM E653(ENERGY L)
8865,BP99
8866,M9s
8867,MITO_A37_Z1plus
8868,X_TIGI_V19
8869,Slimline
8870,PC9
8871,V92
8872,myX5
8873,LGV32
8874,SM-A305G
8875,Micromax A069
8876,Koolmex XS
8877,CPH1923
8878,9002A
8879,X90
8880,QMobile T50
8881,SSB504A
8882,D100 mini series
8883,Enia
8884,Y9 2019
8885,ONE TOUCH 4033E
8886,Eclipse G500HD
8887,itel A52S Lite
8888,LT4001
8889,X-TIGI_V13
8890,TECNO KB7j
8891,MRD-LX1
8892,BAH-L09
8893,K3DX-V5G
8894,Lenovo L18021
8895,Sponge My Way
8896,W-K510-EEA
8897,ADVAN S4C
8898,HUAWEI G730-U251
8899,HAFURY MIX
8900,A7 X
8901,A26062K
8902,S453
8903,SGH-S730G
8904,JSN-L42
8905,LG-V533
8906,BLU DASH L
8907,DROIDZ Sky 3g
8908,QMobile_Q_Infinity_Cinema
8909,5046G
8910,E505plus
8911,Flare S6 Lite DTV
8912,LM-X410K
8913,BQS-5520
8914,itel W6001
8915,DL501
8916,W-V720-EEA
8917,Amazon Tate
8918,Intex_Aqua_Desire_HD
8919,TZ85
8920,Archos 70b Helium
8921,X7 Pro
8922,SENSEIT T300
8923,4104116N
8924,M-IPRO800B
8925,PE-TL10
8926,GIONEE F205 lite
8927,InnJoo 3
8928,Vox V40 3G VT4055MG
8929,TFX713L
8930,W-K360-TV
8931,XZ Premium
8932,TURKCELL TURBO T50
8933,SM-G720AX
8934,R40G*
8935,R833
8936,SM-A505G
8937,Micromax A117
8938,TCL P606T
8939,ix
8940,TECNO-N6
8941,RMX1821
8942,Grand Prime Pro
8943,SM-C7108
8944,A31
8945,LM-X510WM
8946,TM105
8947,SM-G3556D
8948,WAS-TL10
8949,BRAVIS S500
8950,5059X
8951,4G+
8952,ME301T
8953,OPSSON IDO5355
8954,SM-A530N
8955,INFINIT_1
8956,V-GeN_Birdie_A2
8957,LG-F590L
8958,QMobile A75
8959,Smart Zoom
8960,INE-LX1r
8961,NEON_RAY
8962,GT-I9070P
8963,F571
8964,TFX711G
8965,MB97
8966,Aqua Star II
8967,ADMIRE_INFINITY
8968,P33 Plus
8969,LG-X190
8970,Kin7
8971,QMobile i5i 2018
8972,N66
8973,HTC_D626ph
8974,ZTE Blade A470
8975,A6L-C
8976,moto g(7) plus
8977,W-U300
8978,GO506
8979,K706
8980,vivo Y28L
8981,RMX1945
8982,6050Y
8983,ASUS_X013DB
8984,Colors P70
8985,Eagle_4G
8986,303qHD
8987,J12s
8988,Nomi i6030
8989,Oysters T72MR 3G
8990,CG_EON_Blaze_Pro
8991,MOMO9-3
8992,Elite T4
8993,LGUS375
8994,Genius_tab_G6
8995,GEOTEL_Note
8996,NOA TAB 7
8997,TDS 10.1 QC
8998,VERGATARIO5PLUS
8999,SM-G960W
9000,Dunns_Mobile
9001,i8 Plus
9002,Archos 50 Helium Plus
9003,BUSH SPIRA B4 5
9004,5022E
9005,XT1031
9006,F3000
9007,SP633
9008,X4_Soul_Infinity_Plus
9009,A140
9010,V42
9011,AURII_XCITE
9012,SM-G930FD
9013,T9
9014,G2
9015,HUAWEI TAG-AL00
9016,A33
9017,PLUM Z516
9018,B506_Intro
9019,HTC One Me
9020,KIDS_GENIUS
9021,Discovery II Mini
9022,Twist 2
9023,C703
9024,LG-D120AR
9025,GT-P5200
9026,Dream_D1
9027,SGH-T599
9028,SM-J737T
9029,HTC D626w
9030,NXA7QC132
9031,B8410
9032,Impress_Ra
9033,CQ
9034,Z81
9035,Alcatel
9036,ONE TOUCH 4015X
9037,Elite_Grace
9038,Redmi 7A
9039,BQ-5002G
9040,HUAWEI G730-T00
9041,BQ-5001L
9042,LG-H630
9043,M-MP745GOx
9044,ALCATEL C7
9045,A555 Universe
9046,GT8L
9047,K900
9048,Z2 Play
9049,MI PLAY
9050,Q09
9051,LG-US601
9052,A520L
9053,Infinix X624
9054,D2005
9055,J56
9056,P30 X
9057,vivo Y31A
9058,Z777
9059,MID786
9060,5159J
9061,A831L-D
9062,LG-F180S
9063,LUNA V55A
9064,A3s
9065,Fire_Plus_LTE
9066,Karbonn A240
9067,Oplus_Compact_Pro
9068,DX765 Pro
9069,HUAWEI G7
9070,Primo E6
9071,RVL-AL09
9072,KIW-L24
9073,IMO Q2 Plus
9074,SM-G9008W
9075,Rockchip RK3288 Chromebook
9076,IMO S50
9077,InFocus M530
9078,Archos 80c Xenon
9079,SM-G920A
9080,C-723
9081,HUAWEI Y330-U01
9082,Pixel 3
9083,SCH-S735C
9084,BLU DASH 5.0
9085,ZTE Blade L130RU
9086,ALCATEL ONE TOUCH 7047A
9087,5099U
9088,Gpad 706 Plus
9089,S9_edge+
9090,LIFE
9091,I-S2
9092,PGN606
9093,MT6572
9094,ASIADROID-AF11
9095,P789
9096,B-ONE
9097,Infinix X627
9098,Q Infinity F
9099,5049G
9100,BV6000S_RU
9101,5017E
9102,Bmobile_AX605
9103,K01B
9104,H3
9105,HUAWEI H891L
9106,NOCAM
9107,AF9899
9108,AMN-LX2
9109,Nova 4
9110,TitanP6000
9111,C5303
9112,LG-E410g
9113,Q7
9114,Xperia X
9115,ELE-L29
9116,Curvy C40L
9117,6
9118,PS2
9119,011
9120,X-TIGI_JOY10
9121,EVERCOSS-A75L
9122,N360slim
9123,Lenovo A3800-d
9124,TWD_MID
9125,FAST7_4G
9126,Coolpad 8079
9127,NP-751D
9128,Z830
9129,i5012
9130,cp3705AS
9131,Titanium Vista
9132,Titan 600
9133,STK Titan600EVO
9134,A60
9135,AVANCE
9136,B501
9137,LG-F310L
9138,m10 plus
9139,GT-S6790
9140,IQ4511 Octa
9141,M1092RV5
9142,Mate8
9143,Easy XL Pro
9144,P4502
9145,vivo X3S
9146,M706A-Z01T
9147,LT950
9148,nova 4 mini
9149,Flare_S7
9150,7plus
9151,Micromax P410i
9152,BAH-W09
9153,P550S
9154,FDR-A01L
9155,5033T
9156,WIKO 8702D
9157,MEDION B5530
9158,K1001_SP
9159,X1 7.0
9160,Tecno A9900
9161,LGLS660
9162,BR-28
9163,NT-1502C-1503C
9164,HTC Desire 626
9165,HTCD200LVW
9166,L540
9167,V55C
9168,ZTE N9120
9169,Andy_3.5E2I
9170,SM-T837T
9171,Pr7144
9172,A26
9173,R15
9174,Neffos_C7
9175,i_Pro
9176,HTC_U-2u
9177,XS1
9178,GCE x86 phone
9179,A509_Jeans
9180,BQ-5209L
9181,XA
9182,Aura Champ
9183,1821
9184,Flare S7 Lite
9185,Discovery
9186,IdeaTab A3000-H
9187,TECNO SA1
9188,Andi Avonte5
9189,AF9977
9190,SP514
9191,CTAB0714
9192,G3426
9193,VOLT_5XL
9194,3i
9195,SM-J10 Prime
9196,MRD-LX3
9197,Orange Rise 30
9198,P35 Pro
9199,STELLAR PRO
9200,Primo EF8 4G
9201,A800 PRO
9202,Primo GF5
9203,ZTE Blade L8
9204,MID225
9205,NB961
9206,Impress_Blade
9207,SHT-AL09
9208,Grand M2 LTE
9209,MX103
9210,L506
9211,GSmart_Classic_Lite
9212,Ixion M245
9213,ZC551KL
9214,PTM5
9215,BLADE V Ultra
9216,IQ4507
9217,VCE-L22
9218,Lenovo S820
9219,ALBA 5
9220,Lenovo A390t
9221,SM-A260F
9222,C252
9223,iTAB705_HW1
9224,PSP3531DUO
9225,P01V
9226,ZTE A2017U
9227,AX825
9228,Platino W290A
9229,Prime_4G
9230,Primo GH7
9231,BGH Joy V6
9232,SM-P580
9233,Penta_WS704DX
9234,Hammer Energy 3G
9235,SYMTAB25
9236,W-K420-TVM
9237,PHQ519
9238,NX402
9239,Y69
9240,NUU_A3L
9241,R2_Plus
9242,E500A_2019
9243,TM-5508
9244,XT915
9245,Platinum_A5
9246,ST388
9247,Life Max
9248,v3800
9249,V540_Level
9250,X1 Notch
9251,BV7000
9252,Hi9Air
9253,SM-G973W
9254,Dslide1016
9255,DASH_X_PLUS_LTE
9256,BKK-L21
9257,LG-F820L
9258,Aqua_Power
9259,KYY21
9260,Infinity_k2
9261,Hynex H5
9262,P6000 5.0 01
9263,MiCA
9264,DIGICELDL1
9265,MT6571
9266,Plane 9507M 3G PS9079MG
9267,LS-5021
9268,PSPCM20A0
9269,Campus M2
9270,SHW-M480W
9271,Zoom
9272,F-06F
9273,IGGY
9274,ME-711
9275,HTC Desire 828
9276,AVVIO 787
9277,Y4
9278,K502
9279,FEELING
9280,LINQ X100
9281,CPH1903
9282,ADVAN T5C
9283,Lenovo B6000-H
9284,ZTE BLADE V7 PLUS
9285,MyPhone Rio Junior TV
9286,VFD 529
9287,M558
9288,XT1056
9289,SKY4
9290,Ixion ES135
9291,MITO A30
9292,DUAL
9293,B1-750
9294,Ulefone_S1_Pro
9295,IRO A55 Q
9296,E435 Plus
9297,SM-A102U
9298,Vivo One Plus
9299,NBA Edition
9300,LG-D373
9301,itel W4003
9302,SOV36
9303,WALKMAN
9304,Techpad X5
9305,Royal 1
9306,HTC Sensation XE with Beats Audio Z715e
9307,iris X1 Grand
9308,TECNO KB8
9309,ONIDA_i4G1
9310,DUB-AL20
9311,Texet TM-4083
9312,SM-A505GN
9313,QT-7
9314,Admire Punch
9315,SM-J737U
9316,LM-Q710.FGN
9317,i5530
9318,ELUGA_A3_Pro
9319,TZ772
9320,Strawberry QX15
9321,CLT-L04
9322,La_Tab_74
9323,W4
9324,S51
9325,ALCATEL ONE TOUCH 6032
9326,7040T
9327,SBM206SH
9328,ZA987
9329,R8007
9330,Masstel_Juno_Q5Plus
9331,G620S-L02
9332,Archos Access 50S 4G
9333,E3 Dual
9334,O+ 8.37y Android
9335,Che2-TL00M
9336,Fusion Aura 3s
9337,Panasonic P85 NXT
9338,N915
9339,RMX1851
9340,INOI_5i
9341,My_Star_X
9342,Dtac phone Joey Jet 2
9343,Y3S
9344,VSUN NOTE
9345,4047F
9346,FS406
9347,Galaxy S9+
9348,Aqua Star 5.0
9349,M 9
9350,LG-F670S
9351,Infinix X625B
9352,7i
9353,GT-I9508
9354,402SO
9355,Y10i
9356,ALIEN SX4
9357,STYLO S551
9358,A1830
9359,EK4
9360,EMBONDEIRO W408
9361,Nokia 2.2
9362,TECNO LB7
9363,ADMIRE SHINE
9364,T3E
9365,ilium PAD E8
9366,Wieppo S6
9367,T1-A21L
9368,LM-Q720
9369,Luno
9370,COSMOS THREE
9371,S32
9372,V.45
9373,Thrill Boost 2 Plus
9374,SCH-i705
9375,QMobile Smart Power
9376,B350
9377,IM-A890S
9378,HUAWEI CAM-L21
9379,W100
9380,WI-Star 3G
9381,VA210
9382,PC-2
9383,1107
9384,SH-02F
9385,Symtab20
9386,TWIST
9387,PE-UL00
9388,H870
9389,EV_Plus
9390,Infinix X626B
9391,QMobile Q Infinity C
9392,MyPhone my89 DTV
9393,SM-A205G
9394,Bmobile_AX620
9395,ILIUM PAD E8 V6
9396,Easy XL
9397,ZTE Blade L8RU
9398,ZTE Blade A3 2019RU
9399,X98 Plus II (C2D8)
9400,BGH Joy Smart AXS II
9401,SM-P602
9402,S401
9403,CAMOM 11 Pro
9404,GT-S6810L
9405,SM-A505U
9406,Curvy C50i
9407,A5002
9408,RAVE
9409,M23
9410,Tecno A708
9411,LG-F500S
9412,MAXTRON S8
9413,verykools5527
9414,C15 Pro
9415,GT-S6810B
9416,BKK-AL10
9417,M5 mini
9418,JAT-AL00
9419,RIO STAR
9420,BQ-5520L
9421,SM-N9100
9422,U FEEL FAB
9423,9002X
9424,Anica i8
9425,E1-B
9426,P10_Style
9427,MegLogPh
9428,EverGlory II
9429,LG-F240K
9430,S9 Plus
9431,SM-G7200
9432,kids tab
9433,MAR-LX3A
9434,01016
9435,Fusion5_F104Bv2
9436,TM-7053
9437,X7pro
9438,ZB631KL
9439,Smartfren Andromax AD682H
9440,VSP355s
9441,Ulefone_S11
9442,SM-J10 Pro
9443,Lenovo A936
9444,Elite_Wow
9445,Smart IV
9446,Wiko HS-E620M
9447,Ilium LT520
9448,VOG-L29
9449,Xoom
9450,A8i
9451,AG_Go_Tab_Access_2
9452,Everfancy III
9453,6050F
9454,Mate7
9455,LG-F800L
9456,SM-T807V
9457,N3 Plus
9458,BLU ENERGY X PLUS
9459,SM-S737TL
9460,SC-02K
9461,BQ-6040L
9462,E1C+
9463,HYPER X ALPHA
9464,DNS S4509
9465,A7V
9466,Gigaset GS160
9467,HUAWEI G620-L72
9468,NX569J
9469,ZTE Blade G Lux
9470,HS-U601
9471,K-9
9472,A9 (2018) pictures
9473,Redmi Note 3   unbrickandroid.com
9474,Positivo One
9475,LOGICOM_LA_TAB_LINK_71
9476,CPH1879
9477,JAT-L29
9478,X-treme_PQ24
9479,Seatel V8A
9480,TECNO LC6
9481,B1-710
9482,E-tel_i250
9483,i8i Dual
9484,Aura Note Play
9485,X3_Soul_mini
9486,ZTE BLADE A321
9487,JKM-LX2
9488,B4S pro
9489,X510A
9490,HTC 802d
9491,YOORD
9492,GN3003
9493,Golf
9494,NUU_X5
9495,A9 Star
9496,Frozen
9497,ALCATEL ONETOUCH POPC5
9498,TR10RS1
9499,K501
9500,IQ4490i
9501,A705S
9502,Premium
9503,ADVAN S4+
9504,XPLAY 6
9505,WG-7650
9506,4060S
9507,A1820
9508,SM-J415N
9509,Z-22
9510,HUAWEI Y560-L23
9511,A1809
9512,A30 mini
9513,EVERCOSS A65
9514,VS840 4G
9515,Benefit_S502_Plus
9516,HTC Desire 610
9517,Archos 70 Platinum v3
9518,PSP5522DUO
9519,GOME 2016G68A
9520,RMX1903
9521,FS8028
9522,A1 Pro
9523,SENSEIT A247
9524,W6500
9525,GN5003
9526,W-V720-OPE
9527,VOX4
9528,Titan TV S320
9529,Haier I60
9530,CLASSIC 8
9531,Winds Mobile Tab 10.1 Plus
9532,D6 Lite
9533,AS5
9534,D19
9535,TZ742
9536,Start
9537,M-PPxS5P
9538,VFD 511
9539,HTC Desire WildfireV1 dual sim
9540,MyPhone_my81_DTV
9541,ALCATEL-7041D
9542,P002
9543,m1 metal
9544,VIDEOCON Z55 Krypton
9545,A6+
9546,OP_V9
9547,Miracle XS
9548,ONE E1001
9549,D2243
9550,Touch_7_3G
9551,LG-P710
9552,TELMA F1+4G
9553,ST23i
9554,RE1
9555,Plane 7580S 4G PS7192PL
9556,SM-J7 Pro[9]
9557,POLYTRON_P520
9558,MyPhone Rio 2
9559,M4 SS4453-R
9560,Leader L3
9561,Orange Fova
9562,Lenovo TB-X605L
9563,Cynus F3
9564,Royale A1
9565,ADVAN S5I
9566,TECNO P904
9567,Colombia_2018
9568,vivo X6D
9569,H715BL
9570,P30A Pro
9571,MS3A
9572,ASUS_Z017DA
9573,TURKCELL T60
9574,Nokia 8 Sirocco
9575,BILLIE G2
9576,Cherry_Mobile_Fuze_Mini
9577,SHV-E500S
9578,STK-L21
9579,BlackBerry Z10
9580,9015Q
9581,O+ Stream HDTV
9582,T989 plus
9583,A35
9584,IM-100S
9585,H175
9586,ZTE Blade L370
9587,CAM-L32
9588,ILIUM S520
9589,Vivo XI
9590,ZTE Q5-T
9591,K30Plus
9592,MB4 WIFI
9593,9008D
9594,T7V 3G
9595,SM-J337U
9596,LG-D722AR
9597,Dynamic X
9598,M55C
9599,HTC Desire 12s
9600,Z30
9601,LG-F650S
9602,F5S
9603,X50L
9604,Flare J8
9605,LG-D725PR
